0.0,1.0,31206.25146983354,182.0
0.01,0.99,27111.193729152492,200.0
0.02,0.98,23016.130690078153,263.0
0.03,0.97,19466.077211240157,353.0
0.04,0.96,17597.8253940628,424.0
0.05,0.95,14685.81869546519,562.0
0.06,0.94,14685.81869546519,562.0
0.07,0.93,13904.360341993175,616.0
0.08,0.92,13487.622948496864,652.0
0.09,0.91,13272.720112460831,671.0
0.1,0.9,13272.720112460831,671.0
0.11,0.89,12729.303376624293,737.0
0.12,0.88,11519.518594156008,890.0
0.13,0.87,10701.719183169154,1006.0
0.14,0.86,10701.719183169158,1006.0
0.15,0.85,10701.719183169154,1006.0
0.16,0.84,10701.719183169154,1006.0
0.17,0.83,10121.064691573833,1122.0
0.18,0.82,10093.557486387741,1128.0
0.19,0.81,9655.20696128074,1227.0
0.2,0.8,9502.60472051287,1264.0
0.21,0.79,9502.60472051287,1264.0
0.22,0.78,9502.604720512867,1264.0
0.23,0.77,9300.183199624364,1323.0
0.24,0.76,9012.9665434191,1411.0
0.25,0.75,8855.154942844481,1463.0
0.26,0.74,8631.614029191536,1541.0
0.27,0.73,8481.872817964519,1596.0
0.28,0.72,8481.872817964519,1596.0
0.29,0.71,8481.872817964519,1596.0
0.3,0.7,8481.872817964519,1596.0
0.31,0.69,8387.82800205939,1638.0
0.32,0.68,8387.82800205939,1638.0
0.33,0.67,8387.82800205939,1638.0
0.34,0.66,8331.104241032986,1667.0
0.35,0.65,8042.98741762256,1819.0
0.36,0.64,8042.98741762256,1819.0
0.37,0.63,7965.090750441923,1864.0
0.38,0.62,7965.090750441923,1864.0
0.39,0.61,7965.090750441923,1864.0
0.4,0.6,7965.090750441923,1864.0
0.41,0.59,7965.090750441923,1864.0
0.42,0.58,7965.090750441923,1864.0
0.43,0.57,7965.090750441923,1864.0
0.44,0.56,7864.3931717452015,1941.0
0.45,0.55,7864.3931717452015,1941.0
0.46,0.54,7750.177195406461,2035.0
0.47,0.53,7750.177195406461,2035.0
0.48,0.52,7750.177195406461,2035.0
0.49,0.51,7750.177195406461,2035.0
0.5,0.5,7750.177195406461,2035.0
0.51,0.49,7750.177195406461,2035.0
0.52,0.48,7750.177195406461,2035.0
0.53,0.47,7750.177195406461,2035.0
0.54,0.46,7750.177195406461,2035.0
0.55,0.45,7750.177195406461,2035.0
0.56,0.44,7700.104782961783,2097.0
0.57,0.43,7700.104782961782,2097.0
0.58,0.42,7700.104782961783,2097.0
0.59,0.41,7700.104782961782,2097.0
0.6,0.4,7700.104782961783,2097.0
0.61,0.39,7700.104782961783,2097.0
0.62,0.38,7700.104782961782,2097.0
0.63,0.37,7648.048290084444,2184.0
0.64,0.36,7626.543928082734,2222.0
0.65,0.35,7626.543928082736,2222.0
0.66,0.34,7584.609235309962,2301.0
0.67,0.33,7584.609235309962,2301.0
0.68,0.32,7584.609235309962,2301.0
0.69,0.31,7584.609235309963,2301.0
0.7,0.3,7584.609235309963,2301.0
0.71,0.29,7584.609235309962,2301.0
0.72,0.28,7549.89129533911,2387.0
0.73,0.27,7549.891295339108,2387.0
0.74,0.26,7549.89129533911,2387.0
0.75,0.25,7549.89129533911,2387.0
0.76,0.24,7549.891295339108,2387.0
0.77,0.23,7549.89129533911,2387.0
0.78,0.22,7549.89129533911,2387.0
0.79,0.21,7549.891295339108,2387.0
0.8,0.2,7549.891295339108,2387.0
0.81,0.19,7549.891295339108,2387.0
0.82,0.18,7549.89129533911,2387.0
0.83,0.17,7549.891295339108,2387.0
0.84,0.16,7549.891295339108,2387.0
0.85,0.15,7549.891295339108,2387.0
0.86,0.14,7549.891295339108,2387.0
0.87,0.13,7549.891295339108,2387.0
0.88,0.12,7549.89129533911,2387.0
0.89,0.11,7549.891295339108,2387.0
0.9,0.1,7549.89129533911,2387.0
0.91,0.09,7549.891295339108,2387.0
0.92,0.08,7549.89129533911,2387.0
0.93,0.07,7549.891295339108,2387.0
0.94,0.06,7549.891295339108,2387.0
0.95,0.05,7544.365901904087,2474.0
0.96,0.04,7544.365901904088,2474.0
0.97,0.03,7544.365901904087,2474.0
0.98,0.02,7544.365901904087,2474.0
0.99,0.01,7544.365901904088,2474.0
1.0,0.0,7544.365901904087,2474.0
