2020,1366
2028,1339
2028,1230
2033,1131
2054,1062
2092,1029
2094,1003
2132,970
2133,946
2170,930
2173,887
2210,871
2233,852
2250,838
2282,821
2298,805
2301,788
2349,776
2356,753
2404,741
2430,729
2432,718
2452,700
2478,685
2495,676
2523,669
2533,653
2568,640
2578,634
2617,620
2632,610
2635,595
2687,585
2700,566
2719,562
2768,547
2784,533
2818,521
2846,504
2876,501
2902,488
2911,475
2961,466
2995,454
3026,435
3029,430
3078,413
3103,401
3138,387
3153,377
3208,367
3247,357
3256,342
3311,333
3339,316
3437,305
3484,297
3510,279
3635,273
3739,261
3891,249
4050,235
4185,226
4377,212
4511,202
4763,185
5008,176
5403,165
5919,159
