0.0,1.0,120856.0,200.0
0.01,0.99,67494.0,390.0
0.02,0.98,43227.0,702.0
0.03,0.97,40810.0,765.0
0.04,0.96,35984.0,938.0
0.05,0.95,35233.0,970.0
0.06,0.94,35233.0,970.0
0.07,0.93,32565.0,1159.0
0.08,0.92,32316.0,1179.0
0.09,0.91,30388.0,1361.0
0.1,0.9,29824.0,1423.0
0.11,0.89,28529.0,1569.0
0.12,0.88,28529.0,1569.0
0.13,0.87,28105.0,1627.0
0.14,0.86,27844.0,1668.0
0.15,0.85,27844.0,1668.0
0.16,0.84,27844.0,1668.0
0.17,0.83,27834.0,1670.0
0.18,0.82,27537.0,1732.0
0.19,0.81,27537.0,1732.0
0.2,0.8,27537.0,1732.0
0.21,0.79,27061.0,1854.0
0.22,0.78,27061.0,1854.0
0.23,0.77,27061.0,1854.0
0.24,0.76,26774.0,1941.0
0.25,0.75,26774.0,1941.0
0.26,0.74,26626.0,1992.0
0.27,0.73,26626.0,1992.0
0.28,0.72,26626.0,1992.0
0.29,0.71,26626.0,1992.0
0.3,0.7,26509.0,2040.0
0.31,0.69,26509.0,2040.0
0.32,0.68,26103.0,2230.0
0.33,0.67,25982.0,2287.0
0.34,0.66,25982.0,2287.0
0.35,0.65,25982.0,2287.0
0.36,0.64,25810.0,2383.0
0.37,0.63,25584.0,2513.0
0.38,0.62,25584.0,2513.0
0.39,0.61,25584.0,2513.0
0.4,0.6,25584.0,2513.0
0.41,0.59,25584.0,2513.0
0.42,0.58,25584.0,2513.0
0.43,0.57,25584.0,2513.0
0.44,0.56,25455.0,2614.0
0.45,0.55,25455.0,2614.0
0.46,0.54,25455.0,2614.0
0.47,0.53,25455.0,2614.0
0.48,0.52,25455.0,2614.0
0.49,0.51,25455.0,2614.0
0.5,0.5,25455.0,2614.0
0.51,0.49,25423.0,2647.0
0.52,0.48,25423.0,2647.0
0.53,0.47,25423.0,2647.0
0.54,0.46,25423.0,2647.0
0.55,0.45,25423.0,2647.0
0.56,0.44,25423.0,2647.0
0.57,0.43,25423.0,2647.0
0.58,0.42,25423.0,2647.0
0.59,0.41,25423.0,2647.0
0.6,0.4,25423.0,2647.0
0.61,0.39,25423.0,2647.0
0.62,0.38,25423.0,2647.0
0.63,0.37,25423.0,2647.0
0.64,0.36,25423.0,2647.0
0.65,0.35,25423.0,2647.0
0.66,0.34,25423.0,2647.0
0.67,0.33,25423.0,2647.0
0.68,0.32,25423.0,2647.0
0.69,0.31,25423.0,2647.0
0.7,0.3,25423.0,2647.0
0.71,0.29,25423.0,2647.0
0.72,0.28,25423.0,2647.0
0.73,0.27,25423.0,2647.0
0.74,0.26,25423.0,2647.0
0.75,0.25,25423.0,2647.0
0.76,0.24,25423.0,2647.0
0.77,0.23,25423.0,2647.0
0.78,0.22,25423.0,2647.0
0.79,0.21,25395.0,2752.0
0.8,0.2,25395.0,2752.0
0.81,0.19,25395.0,2752.0
0.82,0.18,25395.0,2752.0
0.83,0.17,25395.0,2752.0
0.84,0.16,25395.0,2752.0
0.85,0.15,25395.0,2752.0
0.86,0.14,25395.0,2752.0
0.87,0.13,25395.0,2752.0
0.88,0.12,25395.0,2752.0
0.89,0.11,25395.0,2752.0
0.9,0.1,25395.0,2752.0
0.91,0.09,25395.0,2752.0
0.92,0.08,25395.0,2752.0
0.93,0.07,25395.0,2752.0
0.94,0.06,25395.0,2752.0
0.95,0.05,25395.0,2752.0
0.96,0.04,25395.0,2752.0
0.97,0.03,25395.0,2752.0
0.98,0.02,25395.0,2752.0
0.99,0.01,25395.0,2752.0
1.0,0.0,25395.0,2860.0
